GHI,temp,pressure,humidity,wind_speed,rain_1h,snow_1h,clouds_all,isSun,sunlightTime,dayLength,SunlightTime/daylength,weather_type,hour,month,minute,sunlight_ratio_safe,night_indicator,ghi_temp_interaction,clear_sky_proxy,humidity_temp_interaction,wind_pressure_interaction,hour_sin,hour_cos,month_sin,month_cos,minute_sin,minute_cos,occupancy_proxy,heating_degree_gap,cooling_degree_gap,heating_load_proxy,cooling_load_proxy,thermal_inertia_proxy,comfort_gap,thermal_load_wh,Actual_Energy_Wh,Predicted_Energy_Wh,Absolute_Error,Error_Category,Thermal_Load_Wh,Comfort_Gap,Power_kW,Distance_km_per_hr,TA_ESI,Selected_Action,IoT_Actions
0.0,3.9,1025,94,2.1,0.0,0.0,16,0,0,975,0.0,2,1,5,15,0.0,1,0.0,0.0,366.59999999999997,2152.5,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387,1.0,2.83276944882399e-16,0.6,17.1,0.0,10.26,0.0,6.156,17.1,1477.44,0,1.7737242870626655,1.7737242870626655,Zero-Actual / Undefined % Error,1477.44,17.1,0.007094897148250662,1.4189794296501324,0.0011990993977009298,HVAC Moderation,Adjust HVAC setpoint; Reduce cooling or heating intensity
0.0,3.9,1025,94,2.1,0.0,0.0,16,0,0,975,0.0,2,1,5,30,0.0,1,0.0,0.0,366.59999999999997,2152.5,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387,5.66553889764798e-16,-1.0,0.6,17.1,0.0,10.26,0.0,6.156,17.1,1477.44,0,2.2790461165402247,2.2790461165402247,Zero-Actual / Undefined % Error,1477.44,17.1,0.0091161844661609,1.8232368932321799,0.0015401884033197353,HVAC Moderation,Adjust HVAC setpoint; Reduce cooling or heating intensity
0.0,3.9,1025,94,2.1,0.0,0.0,16,0,0,975,0.0,2,1,5,45,0.0,1,0.0,0.0,366.59999999999997,2152.5,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,0.6,17.1,0.0,10.26,0.0,6.156,17.1,1477.44,0,2.122470872116653,2.122470872116653,Zero-Actual / Undefined % Error,1477.44,17.1,0.008489883488466611,1.6979766976933224,0.001434526025407398,HVAC Moderation,Adjust HVAC setpoint; Reduce cooling or heating intensity
0.0,3.9,1024,93,2.2,0.0,0.0,15,0,0,975,0.0,2,2,5,0,0.0,1,0.0,0.0,362.7,2252.8,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.6,17.1,0.0,10.26,0.0,6.156,17.1,1477.44,0,2.598548444126638,2.598548444126638,Zero-Actual / Undefined % Error,1477.44,17.1,0.010394193776506553,2.0788387553013106,0.0017557302443930271,HVAC Moderation,Adjust HVAC setpoint; Reduce cooling or heating intensity
0.0,3.9,1024,93,2.2,0.0,0.0,15,0,0,975,0.0,2,2,5,15,0.0,1,0.0,0.0,362.7,2252.8,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,1.0,2.83276944882399e-16,0.6,17.1,0.0,10.26,0.0,6.156,17.1,1477.44,0,2.9704039330843495,2.9704039330843495,Zero-Actual / Undefined % Error,1477.44,17.1,0.011881615732337397,2.3763231464674797,0.002006473288208626,HVAC Moderation,Adjust HVAC setpoint; Reduce cooling or heating intensity
0.0,3.9,1024,93,2.2,0.0,0.0,15,0,0,975,0.0,2,2,5,30,0.0,1,0.0,0.0,362.7,2252.8,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,5.66553889764798e-16,-1.0,0.6,17.1,0.0,10.26,0.0,6.156,17.1,1477.44,0,3.45021107329197,3.45021107329197,Zero-Actual / Undefined % Error,1477.44,17.1,0.01380084429316788,2.760168858633576,0.002329822322521511,HVAC Moderation,Adjust HVAC setpoint; Reduce cooling or heating intensity
0.1,3.9,1024,93,2.2,0.0,0.0,15,1,15,975,0.02,2,2,5,45,0.015384615368836292,0,0.39,0.085,362.7,2252.8,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,0.6,17.1,0.0,10.26,0.0,6.156,17.1,1477.44,0,2.987966914089717,2.987966914089717,Zero-Actual / Undefined % Error,1477.44,17.1,0.011951867656358868,2.3903735312717735,0.002018312933049851,HVAC Moderation,Adjust HVAC setpoint; Reduce cooling or heating intensity
2.5,3.4,1025,92,2.3,0.0,0.0,26,1,30,975,0.03,2,3,5,0,0.030769230737672584,0,8.5,1.85,312.8,2357.5,0.7071067811865475,0.7071067811865476,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.6,17.6,0.0,10.56,0.0,6.156,17.6,1513.44,16,10.193002569499319,5.806997430500681,Low Error (20-50%),1513.44,17.6,0.040772010277997275,8.154402055599455,0.006689932907478117,HVAC Moderation,Adjust HVAC setpoint; Reduce cooling or heating intensity
7.4,3.4,1025,92,2.3,0.0,0.0,26,1,45,975,0.05,2,3,5,15,0.046153846106508876,0,25.16,5.476,312.8,2357.5,0.7071067811865475,0.7071067811865476,0.49999999999999994,-0.8660254037844387,1.0,2.83276944882399e-16,0.6,17.6,0.0,10.56,0.0,6.336,17.6,1520.64,45,47.93241095050208,2.9324109505020814,Very Low Error (<20%),1520.64,17.6,0.19172964380200833,38.34592876040166,0.030557984180595566,HVAC Moderation,Adjust HVAC setpoint; Reduce cooling or heating intensity
14.0,3.4,1025,92,2.3,0.0,0.0,26,1,60,975,0.06,2,3,5,30,0.06153846147534517,0,47.6,10.36,312.8,2357.5,0.7071067811865475,0.7071067811865476,0.49999999999999994,-0.8660254037844387,5.66553889764798e-16,-1.0,0.6,17.6,0.0,10.56,0.0,6.336,17.6,1520.64,75,88.38497495028882,13.384974950288822,Very Low Error (<20%),1520.64,17.6,0.3535398998011553,70.70797996023106,0.05493076631584834,HVAC Moderation,Adjust HVAC setpoint; Reduce cooling or heating intensity
21.7,3.4,1025,92,2.3,0.0,0.0,26,1,75,975,0.08,2,3,5,45,0.07692307684418145,0,73.78,16.058,312.8,2357.5,0.7071067811865475,0.7071067811865476,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,0.6,17.6,0.0,10.56,0.0,6.336,17.6,1520.64,107,167.00257339308598,60.00257339308598,Moderate Error (50-60%),1520.64,17.6,0.6680102935723439,133.6020587144688,0.09895612727899084,HVAC Moderation,Adjust HVAC setpoint; Reduce cooling or heating intensity
30.2,3.4,1025,88,2.4,0.0,0.0,33,1,90,975,0.09,2,4,5,0,0.09230769221301775,0,102.67999999999999,20.233999999999998,299.2,2460.0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.6,17.6,0.0,10.56,0.0,6.336,17.6,1520.64,131,243.60595070743264,112.60595070743264,High Error (>60%),1520.64,17.6,0.9744238028297305,194.88476056594612,0.13807935932723633,HVAC Moderation,Adjust HVAC setpoint; Reduce cooling or heating intensity
39.3,3.4,1025,88,2.4,0.0,0.0,33,1,105,975,0.11,2,4,5,15,0.10769230758185404,0,133.61999999999998,26.330999999999996,299.2,2460.0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,1.0,2.83276944882399e-16,0.6,17.6,0.0,10.56,0.0,6.336,17.6,1520.64,157,246.66595133494974,89.66595133494974,Moderate Error (50-60%),1520.64,17.6,0.9866638053397989,197.33276106795978,0.13957173120424154,HVAC Moderation,Adjust HVAC setpoint; Reduce cooling or heating intensity
48.8,3.4,1025,88,2.4,0.0,0.0,33,1,120,975,0.12,2,4,5,30,0.12307692295069034,0,165.92,32.696,299.2,2460.0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,5.66553889764798e-16,-1.0,0.6,17.6,0.0,10.56,0.0,6.336,17.6,1520.64,221,291.58989797150093,70.58989797150093,Low Error (20-50%),1520.64,17.6,1.1663595918860037,233.27191837720073,0.16090116278127162,HVAC Moderation,Adjust HVAC setpoint; Reduce cooling or heating intensity
58.6,3.4,1025,88,2.4,0.0,0.0,33,1,135,975,0.14,2,4,5,45,0.13846153831952662,0,199.24,39.26199999999999,299.2,2460.0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,0.6,17.6,0.0,10.56,0.0,6.336,17.6,1520.64,327,334.9546218185989,7.954621818598923,Very Low Error (<20%),1520.64,17.6,1.3398184872743957,267.96369745487914,0.1805106663382176,HVAC Moderation,Adjust HVAC setpoint; Reduce cooling or heating intensity
68.6,7.4,1025,76,2.4,0.0,0.0,43,1,150,975,0.15,2,5,5,0,0.1538461536883629,0,507.64,39.102000000000004,562.4,2460.0,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.6,13.6,0.0,8.16,0.0,6.336,13.6,1232.64,393,396.372234145492,3.372234145491973,Very Low Error (<20%),1232.64,13.6,1.585488936581968,317.0977873163936,0.24332059980512713,HVAC Moderation,Adjust HVAC setpoint; Reduce cooling or heating intensity
78.7,7.4,1025,76,2.4,0.0,0.0,43,1,165,975,0.17,2,5,5,15,0.16923076905719922,0,582.38,44.85900000000001,562.4,2460.0,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387,1.0,2.83276944882399e-16,0.6,13.6,0.0,8.16,0.0,4.896,13.6,1175.04,482,477.65012574233964,4.34987425766036,Very Low Error (<20%),1175.04,13.6,1.9106005029693585,382.1201005938717,0.2890137225444967,HVAC Moderation,Adjust HVAC setpoint; Reduce cooling or heating intensity
89.0,7.4,1025,76,2.4,0.0,0.0,43,1,180,975,0.18,2,5,5,30,0.1846153844260355,0,658.6,50.730000000000004,562.4,2460.0,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387,5.66553889764798e-16,-1.0,0.6,13.6,0.0,8.16,0.0,4.896,13.6,1175.04,538,583.4764725977467,45.47647259774669,Very Low Error (<20%),1175.04,13.6,2.333905890390987,466.78117807819734,0.33180040184895904,HVAC Moderation,Adjust HVAC setpoint; Reduce cooling or heating intensity
99.1,7.4,1025,76,2.4,0.0,0.0,43,1,195,975,0.2,2,5,5,45,0.1999999997948718,0,733.34,56.487,562.4,2460.0,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,0.6,13.6,0.0,8.16,0.0,4.896,13.6,1175.04,627,762.9429001768833,135.9429001768833,Low Error (20-50%),1175.04,13.6,3.051771600707533,610.3543201415066,0.3936788604861112,HVAC Moderation,Adjust HVAC setpoint; Reduce cooling or heating intensity
109.2,10.1,1026,64,2.4,0.0,0.0,52,1,210,975,0.22,3,6,5,0,0.21538461516370808,0,1102.92,52.416,646.4,2462.4,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.6,10.9,0.0,6.54,0.0,4.896,10.9,980.64,789,987.3356384586216,198.3356384586216,Low Error (20-50%),980.64,10.9,3.9493425538344864,789.8685107668973,0.5017011484604716,HVAC Moderation,Adjust HVAC setpoint; Reduce cooling or heating intensity
119.1,10.1,1026,64,2.4,0.0,0.0,52,1,225,975,0.23,3,6,5,15,0.2307692305325444,0,1202.9099999999999,57.16799999999999,646.4,2462.4,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,1.0,2.83276944882399e-16,0.6,10.9,0.0,6.54,0.0,3.924,10.9,941.76,1085,1179.5922362713925,94.5922362713925,Very Low Error (<20%),941.76,10.9,4.71836894508557,943.673789017114,0.5560567526440838,HVAC Moderation,Adjust HVAC setpoint; Reduce cooling or heating intensity
128.8,10.1,1026,64,2.4,0.0,0.0,52,1,240,975,0.25,3,6,5,30,0.24615384590138067,0,1300.88,61.824000000000005,646.4,2462.4,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,5.66553889764798e-16,-1.0,0.6,10.9,0.0,6.54,0.0,3.924,10.9,941.76,1428,1556.7969124912825,128.79691249128246,Very Low Error (<20%),941.76,10.9,6.2271876499651295,1245.437529993026,0.6230784274255092,HVAC Moderation,Adjust HVAC setpoint; Reduce cooling or heating intensity
138.3,10.1,1026,64,2.4,0.0,0.0,52,1,255,975,0.26,3,6,5,45,0.26153846127021696,0,1396.8300000000002,66.384,646.4,2462.4,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,0.6,10.9,0.0,6.54,0.0,3.924,10.9,941.76,1785,1841.399168576059,56.39916857605908,Very Low Error (<20%),941.76,10.9,7.3655966743042365,1473.1193348608472,0.6616219398104162,HVAC Moderation,Adjust HVAC setpoint; Reduce cooling or heating intensity
147.4,11.9,1026,54,2.4,0.0,0.0,83,1,270,975,0.28,3,7,5,0,0.27692307663905324,0,1754.0600000000002,25.058000000000007,642.6,2462.4,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,0.0,1.0,1.0,9.1,0.0,9.1,0.0,3.924,9.1,1248.96,2127,2281.0274733170622,154.02747331706223,Very Low Error (<20%),1248.96,9.1,9.12410989326825,1824.8219786536497,0.6461857130975703,HVAC Moderation,Adjust HVAC setpoint; Reduce cooling or heating intensity
156.2,11.9,1026,54,2.4,0.0,0.0,83,1,285,975,0.29,3,7,5,15,0.29230769200788953,0,1858.78,26.554000000000006,642.6,2462.4,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,1.0,2.83276944882399e-16,1.0,9.1,0.0,9.1,0.0,5.46,9.1,1310.4,2415,2517.9409530328007,102.94095303280073,Very Low Error (<20%),1310.4,9.1,10.071763812131202,2014.3527624262406,0.6577107376970655,HVAC Moderation,Adjust HVAC setpoint; Reduce cooling or heating intensity
