Model,R2,MSE,RMSE,MAE,MedianAE,MaxError,EVS
WeightedEnsembleTop3,0.90888346081121,97940.22390569943,312.954028422226,127.91305534012626,10.37240862672441,4231.744405377109,0.9092377045516511
